ncbi_taxon_id,species,family_x,target_list_status,sequencing_status,aphia_id,url,scientificname,authority,status,rank,valid_aphia_id,valid_name,order,family_y,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,binomial_emma,fb_match_count,example_author,example_subfamily,example_comments,length_median,length_min,length_max,weight_median,weight_min,weight_max,vulnerability_median,vulnerability_min,vulnerability_max
587055,Istiblennius edentulus,Blenniidae,long_list,-,219294,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219294,Istiblennius edentulus,"(Forster & Schneider, 1801)",accepted,Species,219294,Istiblennius edentulus,Blenniiformes,Blenniidae,Istiblennius,1,1,0,0,NA,Istiblennius edentulus,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
879502,Istiblennius lineatus,Blenniidae,long_list,-,219296,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219296,Istiblennius lineatus,"(Valenciennes, 1836)",accepted,Species,219296,Istiblennius lineatus,Blenniiformes,Blenniidae,Istiblennius,1,0,0,0,NA,Istiblennius lineatus,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
1405649,Istiblennius meleagris,Blenniidae,long_list,-,278381,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278381,Istiblennius meleagris,"(Valenciennes, 1836)",accepted,Species,278381,Istiblennius meleagris,Blenniiformes,Blenniidae,Istiblennius,1,1,0,0,NA,Istiblennius meleagris,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
2747603,Istiblennius pox,Blenniidae,long_list,-,219290,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219290,Istiblennius pox,"Springer & Williams, 1994",accepted,Species,219290,Istiblennius pox,Blenniiformes,Blenniidae,Istiblennius,1,0,0,0,NA,Istiblennius pox,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
1003745,Istiblennius spilotus,Blenniidae,long_list,-,219300,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219300,Istiblennius spilotus,"Springer & Williams, 1994",accepted,Species,219300,Istiblennius spilotus,Blenniiformes,Blenniidae,Istiblennius,1,0,0,0,NA,Istiblennius spilotus,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
2594503,Istiblennius steindachneri,Blenniidae,long_list,-,219302,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219302,Istiblennius steindachneri,"(Pfeffer, 1893)",accepted,Species,219302,Istiblennius steindachneri,Blenniiformes,Blenniidae,Istiblennius,1,0,0,0,NA,Istiblennius steindachneri,14,"(Günther, 1861)",Salariinae,"Adults are found in intertidal flats and rock shores (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",12.5,7,19.299999237060547,NA,Inf,-Inf,10,10,13.55
1405685,Laiphognathus longispinis,Blenniidae,long_list,-,398621,https://www.marinespecies.org/aphia.php?p=taxdetails&id=398621,Laiphognathus longispinis,"Murase, 2007",accepted,Species,398621,Laiphognathus longispinis,Blenniiformes,Blenniidae,Laiphognathus,1,0,0,0,NA,Laiphognathus longispinis,2,"Murase, 2007",Blenniinae,"Adults are reported to occur on rocky slope area and small individuals are known to occur around sea urchins.  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  They lay eggs in a nest, using holes made by invertebrates on massive corals. The well-developed eggs are taken into the mouth and squeezed by the males and the newly hatched larvae swim out of its mouth.  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Spawning season extends from the middle of May to the beginning of October in Kinko Bay, Japan (Ref. 76746).",4.559999942779541,4,5.119999885559082,NA,Inf,-Inf,10,10,10
1405689,Laiphognathus multimaculatus,Blenniidae,long_list,-,219305,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219305,Laiphognathus multimaculatus,"Smith, 1955",accepted,Species,219305,Laiphognathus multimaculatus,Blenniiformes,Blenniidae,Laiphognathus,1,0,0,0,NA,Laiphognathus multimaculatus,2,"Murase, 2007",Blenniinae,"Adults are reported to occur on rocky slope area and small individuals are known to occur around sea urchins.  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  They lay eggs in a nest, using holes made by invertebrates on massive corals. The well-developed eggs are taken into the mouth and squeezed by the males and the newly hatched larvae swim out of its mouth.  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Spawning season extends from the middle of May to the beginning of October in Kinko Bay, Japan (Ref. 76746).",4.559999942779541,4,5.119999885559082,NA,Inf,-Inf,10,10,10
56720,Lipophrys pholis,Blenniidae,long_list,-,126768,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126768,Lipophrys pholis,"(Linnaeus, 1758)",accepted,Species,126768,Lipophrys pholis,Blenniiformes,Blenniidae,Lipophrys,1,0,0,0,NA,Lipophrys pholis,2,"(Linnaeus, 1758)",Salariinae,"A resident intertidal species with homing behavior (Ref. 32612) found in shallow waters of rocky coasts.  May remain out of water under rocks or seaweeds (Ref. 31184).   Mostly active at daytime during high tide.  Breathes air when out of water (Ref. 31184).  Feeds on small benthic invertebrates, especially gastropods, barnacles and amphipods, and algae (Ref. 31184).  Also, diet of crabs, polychaetes, isopods, copepods, limpets, mussels and small molluscs (Ref. 94105).  Oviparous (Ref. 205).  Eggs measuring 1.5 mm (Ref. 35388) are demersal and adhesive (Ref. 205).  Spawning takes place in April - August (Ref. 35388).",15,13,17,NA,Inf,-Inf,21.395,10,32.79
152551,Lipophrys trigloides,Blenniidae,long_list,-,302165,https://www.marinespecies.org/aphia.php?p=taxdetails&id=302165,Lipophrys trigloides,"(Valenciennes, 1836)",accepted,Species,302165,Lipophrys trigloides,Blenniiformes,Blenniidae,Lipophrys,1,0,0,0,NA,Lipophrys trigloides,2,"(Linnaeus, 1758)",Salariinae,"A resident intertidal species with homing behavior (Ref. 32612) found in shallow waters of rocky coasts.  May remain out of water under rocks or seaweeds (Ref. 31184).   Mostly active at daytime during high tide.  Breathes air when out of water (Ref. 31184).  Feeds on small benthic invertebrates, especially gastropods, barnacles and amphipods, and algae (Ref. 31184).  Also, diet of crabs, polychaetes, isopods, copepods, limpets, mussels and small molluscs (Ref. 94105).  Oviparous (Ref. 205).  Eggs measuring 1.5 mm (Ref. 35388) are demersal and adhesive (Ref. 205).  Spawning takes place in April - August (Ref. 35388).",15,13,17,NA,Inf,-Inf,21.395,10,32.79
2856766,Lupinoblennius nicholsi,Blenniidae,long_list,-,281441,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281441,Lupinoblennius nicholsi,"(Tavolga, 1954)",accepted,Species,281441,Lupinoblennius nicholsi,Blenniiformes,Blenniidae,Lupinoblennius,1,1,0,0,NA,Lupinoblennius nicholsi,3,"(Tavolga, 1954)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",5.070000171661377,5,6,NA,Inf,-Inf,10,10,10
2967958,Lupinoblennius vinctus,Blenniidae,long_list,-,281443,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281443,Lupinoblennius vinctus,"(Poey, 1867)",accepted,Species,281443,Lupinoblennius vinctus,Blenniiformes,Blenniidae,Lupinoblennius,1,1,0,0,NA,Lupinoblennius vinctus,3,"(Tavolga, 1954)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",5.070000171661377,5,6,NA,Inf,-Inf,10,10,10
2081001,Meiacanthus abditus,Blenniidae,long_list,-,279302,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279302,Meiacanthus abditus,"Smith-Vaniz, 1987",accepted,Species,279302,Meiacanthus abditus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus abditus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2080995,Meiacanthus abruptus,Blenniidae,long_list,-,712829,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712829,Meiacanthus abruptus,"Smith-Vaniz & Allen, 2011",accepted,Species,712829,Meiacanthus abruptus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus abruptus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
1405650,Meiacanthus atrodorsalis,Blenniidae,long_list,sample_acquired,279304,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279304,Meiacanthus atrodorsalis,"(Günther, 1877)",accepted,Species,279304,Meiacanthus atrodorsalis,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus atrodorsalis,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2080996,Meiacanthus bundoon,Blenniidae,long_list,-,279305,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279305,Meiacanthus bundoon,"Smith-Vaniz, 1976",accepted,Species,279305,Meiacanthus bundoon,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus bundoon,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2080997,Meiacanthus crinitus,Blenniidae,long_list,-,279306,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279306,Meiacanthus crinitus,"Smith-Vaniz, 1987",accepted,Species,279306,Meiacanthus crinitus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus crinitus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2080998,Meiacanthus cyanopterus,Blenniidae,long_list,-,712830,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712830,Meiacanthus cyanopterus,"Smith-Vaniz & Allen, 2011",accepted,Species,712830,Meiacanthus cyanopterus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus cyanopterus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
1772032,Meiacanthus ditrema,Blenniidae,long_list,-,279307,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279307,Meiacanthus ditrema,"Smith-Vaniz, 1976",accepted,Species,279307,Meiacanthus ditrema,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus ditrema,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2081002,Meiacanthus geminatus,Blenniidae,long_list,-,279309,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279309,Meiacanthus geminatus,"Smith-Vaniz, 1976",accepted,Species,279309,Meiacanthus geminatus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus geminatus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
390350,Meiacanthus grammistes,Blenniidae,long_list,-,279310,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279310,Meiacanthus grammistes,"(Valenciennes, 1836)",accepted,Species,279310,Meiacanthus grammistes,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus grammistes,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
1405651,Meiacanthus kamoharai,Blenniidae,long_list,-,279311,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279311,Meiacanthus kamoharai,"Tomiyama, 1956",accepted,Species,279311,Meiacanthus kamoharai,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus kamoharai,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
1146975,Meiacanthus mossambicus,Blenniidae,long_list,-,219309,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219309,Meiacanthus mossambicus,"Smith, 1959",accepted,Species,219309,Meiacanthus mossambicus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus mossambicus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
1405652,Meiacanthus nigrolineatus,Blenniidae,long_list,-,219307,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219307,Meiacanthus nigrolineatus,"Smith-Vaniz, 1969",accepted,Species,219307,Meiacanthus nigrolineatus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus nigrolineatus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
390351,Meiacanthus oualanensis,Blenniidae,long_list,-,279316,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279316,Meiacanthus oualanensis,"(Günther, 1880)",accepted,Species,279316,Meiacanthus oualanensis,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus oualanensis,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
152545,Meiacanthus smithi,Blenniidae,long_list,-,219308,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219308,Meiacanthus smithi,"Klausewitz, 1962",accepted,Species,219308,Meiacanthus smithi,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus smithi,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2080999,Meiacanthus tongaensis,Blenniidae,long_list,-,279320,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279320,Meiacanthus tongaensis,"Smith-Vaniz, 1987",accepted,Species,279320,Meiacanthus tongaensis,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus tongaensis,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
2081000,Meiacanthus vittatus,Blenniidae,long_list,-,279323,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279323,Meiacanthus vittatus,"Smith-Vaniz, 1976",accepted,Species,279323,Meiacanthus vittatus,Blenniiformes,Blenniidae,Meiacanthus,1,0,0,0,NA,Meiacanthus vittatus,29,"Smith-Vaniz, 1987",Blenniinae,"Adults occur in small schools along deep outer reef walls, usually swims upside-down on the ceilings of large caves (Ref. 48636).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",7.599999904632568,2.7799999713897705,11,NA,Inf,-Inf,10,10,10
152542,Microlipophrys adriaticus,Blenniidae,long_list,-,712838,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712838,Microlipophrys adriaticus,"(Steindachner & Kolombatovic, 1883)",accepted,Species,712838,Microlipophrys adriaticus,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys adriaticus,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
914117,Microlipophrys bauchotae,Blenniidae,long_list,-,712839,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712839,Microlipophrys bauchotae,"(Wirtz & Bath, 1982)",accepted,Species,712839,Microlipophrys bauchotae,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys bauchotae,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
195077,Microlipophrys caboverdensis,Blenniidae,long_list,-,712840,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712840,Microlipophrys caboverdensis,"(Wirtz & Bath, 1989)",accepted,Species,712840,Microlipophrys caboverdensis,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys caboverdensis,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
171866,Microlipophrys canevae,Blenniidae,long_list,-,1011877,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1011877,Microlipophrys canevae,"(Vinciguerra, 1880)",accepted,Species,1011877,Microlipophrys canevae,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys canevae,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
195076,Microlipophrys dalmatinus,Blenniidae,long_list,-,712841,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712841,Microlipophrys dalmatinus,"(Steindachner & Kolombatovic, 1883)",accepted,Species,712841,Microlipophrys dalmatinus,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys dalmatinus,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
171870,Microlipophrys nigriceps,Blenniidae,long_list,-,712842,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712842,Microlipophrys nigriceps,"(Vinciguerra, 1883)",accepted,Species,712842,Microlipophrys nigriceps,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys nigriceps,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
914118,Microlipophrys velifer,Blenniidae,long_list,-,1014185,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1014185,Microlipophrys velifer,"(Norman, 1935)",accepted,Species,1014185,Microlipophrys velifer,Blenniiformes,Blenniidae,Microlipophrys,1,0,0,0,NA,Microlipophrys velifer,7,"(Steindachner & Kolombatović, 1883)",Salariinae,"Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114). Omnivore that feeds on small invertebrates, especially crustaceans, detritus and algae (Ref. 101253).",5,4,7.5,NA,Inf,-Inf,10,10,10
2100438,Mimoblennius atrocinctus,Blenniidae,long_list,-,277718,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277718,Mimoblennius atrocinctus,"(Regan, 1909)",accepted,Species,277718,Mimoblennius atrocinctus,Blenniiformes,Blenniidae,Mimoblennius,1,0,0,0,NA,Mimoblennius atrocinctus,5,"(Regan, 1909)",Salariinae,"A rare species (Ref. 559).   Adults live in abandoned worm tubes, solitary or in loose groups (Ref. 90102).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",4.019999980926514,2.609999895095825,5.400000095367432,NA,Inf,-Inf,10,10,10
879879,Nannosalarias nativitatis,Blenniidae,long_list,-,281636,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281636,Nannosalarias nativitatis,"(Regan, 1909)",accepted,Species,281636,Nannosalarias nativitatis,Blenniiformes,Blenniidae,Nannosalarias,1,0,0,0,NA,Nannosalarias nativitatis,1,"(Regan, 1909)",Salariinae,"Adults found solitary or in small groups in seaward reef crests and outer reef slopes in exposed shallow reef fronts subject to mild to moderate surge (Ref. 48636, 90102).   Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Minimum depth of 2 m reported from Ref. 90102.",5,5,5,NA,Inf,-Inf,10,10,10
